"","subjectID","Age","Gender","Occupation","Education","Ethnicity","DoPLSum","dominanceSum","prestigeSum","leadershipSum","UMSSum","UMSIntimacySum","UMSAffiliationSum","riskSum","riskPerceptionSum","riskBenefitSum","ethicalQuestionsRiskSum","financialQuestionsRiskSum","healthAndSafetyQuestionsRiskSum","recreationalQuestionsRiskSum","socialQuestionsRiskSum","ethicalQuestionsBenefitSum","financialQuestionsBenefitSum","healthAndSafetyQuestionsBenefitSum","recreationalQuestionsBenefitSum","socialQuestionsBenefitSum","ethicalQuestionsPerceptionSum","financialQuestionsPerceptionSum","healthAndSafetyQuestionsPerceptionSum","recreationalQuestionsPerceptionSum","socialQuestionsPerceptionSum","ethicalpreference.riskBenefit_7","ethicalpreference.riskBenefit_10","ethicalpreference.riskBenefit_11","ethicalpreference.riskBenefit_21","ethicalpreference.riskBenefit_28","ethicalpreference.riskBenefit_29","ethicalpreference.riskBenefit_39","ethicalpreference.riskBenefit_40"
"1","1", 0.34267926,"1","teacher","5","3", 1.30707659, 1.51431298, 0.54784133, 0.79929547, 0.33117731,-0.6026810, 0.72328036,-1.29247035, 2.68210837,-2.14646205,-0.17942385,-1.20740180,-1.7030547,-0.31147730,-1.75616026,-1.87945195,-2.37435867,-1.98132981,-1.43469764,-1.75616026, 2.52923345, 1.68497470, 3.28018061, 0.88267998, 3.20865577,0.1196720,0.3405165,0.1196720,0.1196720,0.1196720,0.1196720,0.1932868,0.1196720
"2","2",-0.30880980,"0","Student","5","1", 1.22287142, 1.87271114,-0.31471736, 0.97568075,-0.09627247,-1.0008809, 0.34635961, 3.42525125,-1.84334826, 0.32629368, 3.09790044, 2.52839193, 2.7113192, 3.40116492, 0.30010334, 0.21839442, 0.27252323, 0.07620499, 0.56986592, 0.30010334,-1.93411970,-0.86441081,-1.84798908,-1.69567470,-1.59842238,1.3160089,1.3896238,0.7546479,0.7546479,0.9018776,0.3405165,0.8282627,0.8282627
"3","3",-0.30880980,"1","Housewife","3","2",-1.13487323,-1.17367328,-1.39291572,-0.08263094, 0.47366057,-1.3990809, 1.28866149,-0.09882994, 0.24141266,-1.56463717,-0.17942385,-0.74042759,-0.6643785,-0.07943716,-1.34490754,-1.64635791,-1.05091772,-1.52409986,-1.43469764,-1.34490754, 0.52072453,-0.16912386, 0.07507456, 0.88267998,-0.28740107,0.7546479,0.4141314,0.1196720,0.1932868,0.1932868,0.1932868,0.2669017,0.2669017
"4","4", 2.94863550,"0","technition","4","3",-0.29282157,-0.63607603, 0.11656199,-0.08263094,-0.23875573,-1.0008809, 0.15789923,-0.43987006,-1.28402216,-1.03129770,-0.43152572,-0.74042759,-0.4047094, 0.61668325,-1.34490754,-0.94707579,-0.67279173,-1.52409986,-0.09832194,-1.34490754,-1.04144907,-2.71850937,-0.77962039,-1.05108603,-0.06889752,1.3896238,0.4141314,0.9018776,0.1932868,0.8282627,0.2669017,0.1932868,0.1932868
"5","5", 0.45126077,"1","administrative ","4","3",-0.04020607,-0.27767786,-0.09907769, 0.27013962, 0.18869405, 0.1937189, 0.15789923,-0.83775019,-0.67384823,-0.78887067,-0.17942385,-0.97391470,-0.4047094,-0.77555758,-1.34490754,-0.48088771,-0.48372874,-0.60963994,-0.54378050,-1.34490754,-1.04144907,-0.16912386,-0.99329413,-1.05108603, 0.36810959,1.1687793,0.9018776,0.8282627,0.8282627,0.9018776,0.1196720,0.2669017,0.3405165
"6","6",-0.96029886,"0","unemployed","3","3", 0.54923009, 0.79751664,-0.09907769, 0.44652490, 0.33117731, 0.1937189, 0.34635961, 1.49269060, 0.44480397, 1.97479750, 1.58528923, 1.82793061, 1.4129739, 1.77688395, 1.12260878, 2.54933483, 0.65064922, 1.67650984, 3.01988804, 1.12260878,-0.37194610, 0.75792542, 0.92976950, 0.66781709,-0.06889752,1.7301403,1.3896238,1.7301403,1.8037551,1.1687793,1.2423941,1.2423941,1.1687793
"7","7",-0.20022829,"1","Doctor ","4","2",-2.39795072,-1.71127053,-0.96163638,-2.55202490, 0.90111035, 0.5919188, 0.91174074, 0.18537015, 0.03802135,-0.15856038, 0.32477988,-0.03996626, 0.6339668,-0.54351744,-0.11114938, 0.45148846,-1.05091772, 0.53343495,-0.32105122,-0.11114938, 0.07438922, 0.29440078,-0.56594666, 0.88267998,-0.50590462,1.2423941,0.3405165,0.6074182,1.2423941,1.8037551,0.1196720,0.3405165,1.2423941
"8","8",-0.96029886,"0","Student","3","3", 0.46502493, 0.25991939, 0.54784133, 0.27013962, 0.90111035, 0.1937189, 1.10020112, 0.07169011, 0.85158659, 0.18083746, 0.07267802, 0.19352085,-0.4047094, 0.61668325, 0.09447698, 0.68458250,-0.29466575,-0.15240999, 0.56986592, 0.09447698, 0.74389219, 0.06263846, 1.35711698, 0.66781709, 0.80511669,1.8037551,0.8282627,0.6810331,0.6810331,0.8282627,2.0706568,0.1196720,0.1932868
"9","9",-0.41739131,"0","Unemployed","1","3",-2.22954039,-1.53207144,-0.74599671,-2.55202490, 0.18869405,-0.2044810, 0.34635961,-0.15566996, 0.54649962, 0.08386665, 0.57688175,-0.27345337,-0.1450404, 0.61668325,-0.31677574,-0.48088771, 1.02877521,-0.15240999, 0.12440735,-0.31677574, 0.96705985, 0.98968774, 0.07507456, 0.02322842, 0.36810959,1.7301403,0.9018776,1.1687793,0.1932868,0.1196720,0.1932868,0.1932868,0.1932868
"10","10",-0.85171735,"0","Pupil","3","3",-0.04020607, 1.51431298,-0.74599671,-0.96455736,-0.52372225,-2.1954807, 0.34635961, 2.45897092,-0.01282648, 2.65359319, 2.08949296, 1.59444350, 2.4516501, 2.47300436, 1.73948786, 3.01552291, 2.16315317, 3.04819971, 1.90624162, 1.73948786,-0.59511375,-0.16912386, 0.28874829, 0.02322842, 0.36810959,2.2178865,1.7301403,1.8037551,1.8037551,1.3896238,1.7301403,0.6810331,1.1687793
"11","11",-0.74313584,"1","University Student ","3","3", 0.80184559, 0.25991939, 1.19476035, 0.44652490, 0.33117731,-0.2044810, 0.53481999,-0.55355010, 0.08886918, 0.22932287,-0.17942385,-0.50694048,-0.4047094,-0.77555758, 1.12260878, 0.68458250,-0.10560275,-0.15240999,-0.54378050, 1.12260878,-0.37194610,-0.16912386, 0.07507456, 0.45295420, 0.36810959,1.1687793,0.9018776,0.8282627,1.8037551,1.3160089,0.1196720,0.1932868,1.2423941
"12","12",-0.41739131,"1","Student","4","3",-0.04020607, 0.97671573,-0.53035703,-0.61178679, 0.47366057, 0.1937189, 0.53481999,-0.26935000,-1.02978302, 0.56872071, 0.07267802,-0.50694048, 0.1146287,-0.31147730, 0.30010334, 0.45148846, 0.46158623, 0.53343495, 0.79259520, 0.30010334,-1.26461672,-0.16912386,-0.77962039,-1.05108603,-1.16141528,1.3896238,0.3405165,1.3160089,1.2423941,1.3160089,0.1932868,0.8282627,0.7546479
"13","13",-0.74313584,"1","Student","3","3", 0.80184559, 0.79751664, 0.11656199, 0.79929547,-0.66620551,-0.2044810,-0.78440265,-0.43987006,-0.52130475, 0.52023531,-0.68362759, 0.19352085,-0.6643785,-0.54351744, 0.71135606, 0.21839442, 0.27252323, 0.53343495, 0.56986592, 0.71135606,-0.81828141,-0.40088617, 0.28874829,-0.62136025,-0.72440817,1.8773700,1.3896238,0.7546479,0.6810331,0.8282627,0.1932868,0.2669017,0.7546479
"14","14",-0.52597282,"1","student ","0","3",-1.21907839,-0.63607603,-3.11803310, 0.62291019,-1.80607160,-1.7972808,-1.53824416,-1.80403052, 0.29226048,-1.75857879,-0.68362759,-0.97391470,-2.4820618,-1.47167800,-2.16741298,-1.41326387,-1.80716969,-0.83825492,-1.43469764,-2.16741298, 0.52072453,-1.09617313, 0.92976950, 0.23809131, 0.58661314,1.2423941,0.4141314,0.1932868,0.1196720,0.4141314,0.1196720,0.1196720,0.2669017
"15","15",-0.41739131,"1","Student TA","5","3",-0.04020607,-0.27767786,-0.09907769, 0.27013962,-1.23613856,-1.7972808,-0.78440265,-0.49671008,-0.72469606,-0.69189985,-0.68362759,-0.74042759,-0.4047094,-1.47167800,-0.52240210,-0.71398175,-0.10560275,-0.83825492,-0.98923907,-0.52240210,-1.26461672, 0.29440078,-0.35227292,-0.19163447,-1.59842238,0.8282627,0.4141314,0.1196720,0.7546479,0.8282627,0.3405165,0.8282627,0.8282627
"16","16", 0.45126077,"0","N/A","1","3",-0.79805256,-0.99447419,-1.17727605, 0.27013962,-0.52372225,-0.2044810,-0.59594227,-0.89459021, 1.36006486,-0.49795823,-1.43993319,-0.27345337,-1.1837166,-0.31147730,-0.72802846,-0.48088771,-0.29466575,-0.83825492, 0.12440735,-0.72802846, 0.96705985, 0.52616310, 1.57079072, 1.09754287, 1.67913090,1.2423941,0.9018776,0.6810331,0.1196720,0.7546479,0.1196720,0.1196720,0.7546479
"17","17", 0.45126077,"0","Engineer","4","3",-0.71384740,-1.35287236,-0.53035703, 0.27013962,-0.23875573,-0.2044810,-0.21902152, 0.07169011,-1.74165261, 0.61720612,-0.17942385,-0.27345337, 0.1146287,-0.07943716, 0.30010334, 0.45148846, 0.83971221, 0.30481997, 0.79259520, 0.30010334,-1.26461672,-0.86441081,-0.77962039,-2.12540048,-2.47243659,1.8773700,0.8282627,1.8037551,0.8282627,0.8282627,0.2669017,0.1932868,0.7546479
"18","18", 0.66842379,"1","Researcher","5","3", 0.97025592, 0.61831756, 0.76348100, 0.79929547,-0.80868877,-1.3990809,-0.40748190,-0.32619002, 0.95328224,-0.15856038,-0.17942385, 0.42700796,-0.9240475,-0.77555758, 0.09447698,-0.01469962, 0.08346024,-0.38102496,-0.54378050, 0.09447698, 0.52072453, 1.45321238, 0.92976950, 0.88267998, 0.36810959,1.3160089,0.8282627,0.1196720,1.6565255,1.2423941,0.1196720,0.1932868,0.3405165
"19","19", 2.40572795,"1","Consultant","5","3",-0.20861640,-1.53207144, 0.54784133, 0.62291019, 1.04359361, 1.3883187, 0.72328036,-0.43987006, 0.08886918,-0.20704579, 0.07267802,-0.74042759, 0.1146287,-0.77555758,-0.52240210,-0.24779367, 0.27252323, 0.07620499,-0.54378050,-0.52240210, 0.52072453, 0.29440078, 0.28874829,-0.19163447,-0.50590462,1.3160089,0.8282627,0.6810331,1.1687793,0.3405165,0.1196720,0.6810331,0.1932868
"20","20",-0.85171735,"0","Student","4","5",-0.29282157,-0.27767786, 0.33220166,-0.61178679, 0.75862709, 0.5919188, 0.72328036, 0.24221017, 0.69904310, 0.13235206,-0.68362759, 1.36095639,-0.4047094, 0.84872339, 0.09447698, 0.21839442,-0.29466575, 0.30481997, 0.34713663, 0.09447698, 1.19022750,-0.16912386, 1.14344324, 0.45295420, 0.36810959,2.3651162,1.3160089,0.6074182,0.1196720,1.1687793,0.1196720,0.1932868,0.1932868
"21","21",-0.74313584,"0","student","3","3", 0.71764042, 1.15591481, 0.97912068,-0.43540151, 0.90111035, 0.9901188, 0.72328036, 0.46957025, 0.90243441,-0.06158957, 0.82898362,-0.03996626,-0.4047094,-0.77555758, 2.15074058,-0.94707579, 0.08346024,-0.83825492,-0.98923907, 2.15074058, 1.85973048, 0.75792542, 0.50242203, 1.52726865,-0.72440817,0.1196720,1.3896238,0.1932868,1.0951644,0.1196720,0.1196720,0.2669017,0.1196720
"22","22",-0.41739131,"1","student","4","3",-0.20861640,-0.27767786, 0.11656199,-0.25901623,-0.23875573, 0.5919188,-0.59594227, 0.35589021, 0.80073876, 1.00508937, 0.82898362, 0.89398217,-0.6643785, 0.15260297, 0.71135606, 1.15077058, 1.40690119, 0.07620499, 1.01532448, 0.71135606, 1.19022750, 0.52616310, 0.92976950, 0.45295420, 0.36810959,1.6565255,1.3160089,1.7301403,0.6074182,0.6810331,0.6074182,0.6810331,0.7546479
"23","23", 0.01693473,"0","Process engineer","5","3",-0.37702673,-0.09847878, 0.11656199,-0.78817207,-0.52372225,-0.2044810,-0.59594227, 0.92429040,-0.82639172, 0.61720612, 1.33318736, 0.66049506, 0.8936358, 0.61668325,-0.11114938, 0.91767654, 1.21783820, 0.07620499, 0.56986592,-0.11114938,-0.81828141,-0.40088617,-0.99329413,-1.05108603,-0.28740107,1.7301403,0.8282627,1.7301403,0.6810331,0.8282627,0.3405165,0.2669017,1.8037551
"24","24", 0.77700530,"1","unemployed","5","5", 1.13866625, 0.79751664, 0.76348100, 0.97568075, 0.18869405,-0.6026810, 0.53481999,-0.04198992,-1.53826130,-1.03129770, 0.32477988,-0.50694048,-0.1450404, 0.38464311,-0.72802846,-0.48088771,-1.42904371,-0.83825492,-0.98923907,-0.72802846,-1.48778438,-1.55969777,-0.99329413,-1.69567470,-0.94291173,0.8282627,0.9018776,0.8282627,0.7546479,0.3405165,0.8282627,0.2669017,0.7546479
"25","25",-0.52597282,"1","student teacher","4","7",-1.64010422,-1.71127053,-1.82419507,-0.25901623, 0.90111035, 0.9901188, 0.72328036,-0.61039012, 0.59734745,-0.54644363,-0.68362759,-0.27345337,-1.1837166,-1.00759772, 0.50572970,-1.18016983,-0.67279173, 0.07620499,-1.21196836, 0.50572970, 0.96705985, 0.98968774, 0.28874829, 1.09754287,-0.72440817,1.3896238,0.8282627,0.1932868,0.1196720,0.3405165,0.1196720,0.1196720,0.1196720
"26","26", 0.77700530,"1","freelancer","4","3",-1.97692489,-0.63607603,-2.03983474,-1.84648377,-1.66358834,-1.3990809,-1.53824416,-0.43987006,-0.67384823, 0.47174990, 0.07267802,-0.03996626, 0.3742977,-0.54351744,-0.31677574, 0.21839442, 1.40690119, 0.07620499, 0.56986592,-0.31677574,-0.37194610,-0.86441081,-0.77962039,-0.40649736,-0.50590462,1.2423941,1.3896238,0.8282627,1.1687793,0.7546479,0.1932868,0.8282627,0.1932868
"27","27",-0.96029886,"0","student","2","3", 0.12820426, 0.43911848, 0.11656199,-0.25901623, 1.04359361, 1.3883187, 0.72328036,-0.89459021, 0.19056483,-0.54644363,-0.17942385,-1.67437602,-0.9240475,-0.54351744,-1.34490754,-0.94707579,-0.10560275,-1.06686990, 1.01532448,-1.34490754, 0.29755688, 0.06263846,-0.35227292, 0.02322842, 0.80511669,0.3405165,0.4141314,0.1932868,0.4141314,1.1687793,0.1932868,0.1196720,1.0951644
"28","28",-0.85171735,"0","Student","3","3", 0.71764042, 0.61831756, 1.41040002,-0.25901623, 2.32594295, 1.3883187, 2.41942376,-0.66723014, 0.08886918,-0.25553120, 0.07267802,-0.50694048,-1.1837166,-0.77555758, 0.09447698,-0.24779367,-0.48372874,-0.15240999,-0.32105122, 0.09447698,-1.04144907, 0.75792542, 0.71609577,-0.19163447, 0.14960604,1.3896238,1.3160089,0.1932868,0.7546479,0.8282627,0.3405165,0.2669017,0.7546479
"29","29",-0.74313584,"0","Student","3","3", 1.30707659, 1.87271114, 0.11656199, 0.79929547, 0.75862709, 0.9901188, 0.53481999, 0.24221017,-0.67384823, 0.71417693,-0.43152572,-0.03996626, 0.6339668, 0.15260297, 0.50572970, 0.21839442, 0.65064922, 0.07620499, 1.68351233, 0.50572970,-0.81828141,-0.40088617,-0.56594666,-0.62136025,-0.50590462,1.3896238,0.8282627,1.3160089,0.6810331,0.8282627,0.1932868,0.7546479,0.7546479
"30","30",-0.30880980,"1","work at Audiovisual ","5","3", 0.04399910,-0.09847878, 0.33220166,-0.08263094, 1.04359361, 0.9901188, 0.91174074,-0.43987006,-0.26706562,-0.30401660, 0.07267802,-0.74042759, 1.6726430,-1.47167800,-1.13928118,-0.24779367, 0.46158623,-0.15240999,-0.32105122,-1.13928118,-0.37194610,-0.40088617,-0.99329413, 0.02322842, 0.58661314,1.6565255,0.4141314,1.8037551,0.3405165,0.8282627,0.1196720,0.1932868,0.2669017
"31","31", 0.01693473,"0","logistic","4","3",-1.38748873, 0.08072031,-1.17727605,-2.02286905,-3.37338746,-1.7972808,-3.61130830,-0.78091018,-0.41960910,-0.69189985,-0.43152572,-0.97391470,-0.4047094,-0.31147730,-0.93365482,-0.48088771,-0.48372874,-0.83825492,-0.32105122,-0.93365482,-1.04144907,-0.86441081, 0.28874829, 0.23809131,-0.50590462,1.2423941,0.4141314,0.2669017,1.2423941,0.8282627,0.3405165,0.3405165,0.6810331
"32","32", 0.99416832,"0","Designer","2","2", 0.12820426, 0.79751664, 0.76348100,-1.14094264,-1.23613856,-1.3990809,-0.97286303,-0.04198992, 0.74989093, 1.19903100, 0.32477988,-0.03996626, 0.3742977,-0.31147730, 1.12260878, 1.15077058, 0.27252323, 1.90512482, 1.01532448, 1.12260878, 0.74389219, 0.98968774, 0.50242203, 0.23809131, 0.80511669,1.1687793,1.3160089,0.6810331,1.1687793,1.2423941,0.1196720,1.2423941,1.2423941
"33","33", 1.97140191,"1","employee","4","3", 0.29661459,-1.71127053, 1.41040002, 1.15206604, 0.18869405, 0.9901188,-0.21902152, 0.24221017,-0.77554389, 0.56872071, 0.32477988, 0.42700796, 0.6339668,-1.00759772, 0.30010334, 0.21839442, 0.65064922, 1.21927988, 0.12440735, 0.30010334,-1.04144907,-0.40088617,-1.20696787, 0.02322842,-0.72440817,1.7301403,0.4141314,1.5829106,1.3160089,0.9018776,0.2669017,0.3405165,0.2669017
"34","34", 1.97140191,"1","Cartographer","5","2",-0.54543707,-0.45687694, 0.54784133,-1.14094264,-1.80607160,-1.7972808,-1.53824416,-0.89459021,-1.33486999,-0.98281229,-1.43993319,-0.50694048,-0.1450404,-0.54351744,-0.72802846,-0.71398175,-1.05091772,-0.83825492,-0.98923907,-0.72802846,-1.93411970,-1.32793545,-0.99329413,-0.83622314,-0.72440817,0.8282627,0.9018776,0.8282627,1.3160089,0.3405165,0.3405165,0.2669017,0.3405165
"35","35", 0.99416832,"1","Home maker","4","5", 0.21240943, 0.79751664,-0.09907769,-0.25901623, 0.04621079, 0.1937189,-0.03056114,-1.69035048, 2.37702140,-1.41918095,-0.93572946,-1.67437602,-0.4047094,-1.70371814,-1.13928118,-1.18016983,-1.23998071,-1.06686990,-1.65742692,-1.13928118, 1.63656282, 2.38026166, 1.57079072, 2.38672022, 2.33464156,0.1196720,0.8282627,0.1196720,0.6074182,0.1196720,0.8282627,0.1196720,0.2669017
"36","36",-0.74313584,"0","student ","1","3", 0.54923009, 1.15591481,-0.09907769, 0.09375434,-0.38123899,-1.3990809, 0.15789923, 1.54953062, 0.29226048, 1.44145803, 1.83739109, 1.36095639, 0.8936358, 2.24096422, 1.12260878, 1.85005270, 0.65064922, 1.21927988, 1.68351233, 1.12260878, 0.07438922, 0.29440078, 0.50242203,-0.40649736, 0.80511669,1.2423941,1.2423941,1.2423941,1.2423941,1.2423941,1.1687793,1.2423941,1.2423941
"37","37",-0.74313584,"1","Student","4","3",-0.12441124, 0.25991939,-0.09907769,-0.43540151, 0.33117731, 0.1937189, 0.34635961, 1.94741075,-0.77554389, 0.27780827, 2.34159483, 0.89398217, 1.1533049, 1.31280367, 1.12260878, 0.21839442,-0.29466575, 0.53343495,-0.32105122, 1.12260878,-0.59511375,-1.32793545,-0.35227292,-0.40649736,-0.72440817,0.8282627,1.2423941,1.8037551,0.8282627,0.8282627,0.2669017,0.1932868,0.6810331
"38","38",-0.63455433,"0","Student","4","2",-0.04020607, 0.08072031, 0.33220166,-0.43540151,-0.23875573, 0.1937189,-0.40748190,-1.06511027, 0.64819528,-1.71009339,-1.69203506,-0.50694048,-0.6643785,-1.23963786,-1.13928118,-1.64635791,-1.61810670,-1.75271483,-1.43469764,-1.13928118, 0.52072453, 0.75792542,-0.13859918, 1.31240576, 0.36810959,0.1196720,0.9018776,0.1196720,0.3405165,0.1932868,0.1196720,0.3405165,0.2669017
"39","39",-0.30880980,"1","Student","6","8",-0.71384740,-0.99447419,-1.17727605, 0.44652490, 0.75862709, 1.3883187, 0.34635961,-0.78091018, 1.15667355,-1.66160798,-0.68362759,-0.50694048,-0.1450404,-1.00759772,-1.55053390,-0.71398175,-1.99623268,-1.06686990,-1.88015621,-1.55053390, 0.96705985, 0.52616310, 1.14344324, 1.31240576, 1.02362024,1.3160089,1.8037551,0.1196720,0.1196720,0.2669017,0.1196720,0.1196720,0.3405165
"40","40",-0.20022829,"0","CNC Operator","3","3", 0.12820426, 0.61831756,-0.09907769,-0.25901623,-0.95117203,-0.6026810,-0.97286303, 1.43585058,-0.47045692,-0.44947282, 0.82898362, 1.36095639, 0.3742977, 1.77688395,-0.93365482,-0.48088771, 0.27252323,-0.83825492,-0.09832194,-0.93365482, 0.07438922,-0.63264849,-0.77962039,-0.40649736,-0.28740107,1.2423941,0.8282627,1.0951644,0.1932868,0.8282627,0.1932868,0.3405165,0.2669017
"41","41", 0.23409775,"1","Confectioner","4","3",-1.30328356,-0.81527511,-1.82419507,-0.43540151, 0.75862709, 0.5919188, 0.72328036,-2.20191066, 1.61430399,-1.32221014,-1.43993319,-2.37483735,-1.9627237,-0.77555758,-1.34490754,-1.18016983,-0.86185473,-1.75271483,-0.76650979,-1.34490754, 0.74389219, 1.91673702, 0.92976950, 1.09754287, 2.33464156,1.1687793,0.9018776,0.1932868,0.1932868,0.1932868,0.1196720,0.2669017,0.2669017
"42","42", 0.34267926,"1","Data entry","5","3", 0.38081976, 0.97671573,-0.09907769,-0.08263094, 0.61614383, 0.5919188, 0.53481999, 0.58325029,-1.33486999,-0.20704579, 0.07267802, 0.42700796, 0.3742977, 1.08076353,-0.31677574,-0.71398175,-0.10560275, 0.53343495,-0.32105122,-0.31677574,-1.04144907,-1.09617313,-0.99329413,-2.12540048,-0.50590462,0.8282627,0.8282627,0.3405165,1.2423941,0.8282627,0.2669017,0.1932868,0.3405165
"43","43", 0.66842379,"0","Assistent production manager (Media)","4","8", 0.80184559, 0.97671573,-0.31471736, 0.97568075, 0.61614383, 0.5919188, 0.53481999,-0.09882994,-1.43656564,-2.00100583,-0.68362759,-0.03996626, 0.3742977,-1.00759772,-1.96178662,-1.64635791,-1.99623268,-1.75271483,-1.43469764,-1.96178662,-1.71095204,-1.32793545,-0.99329413,-0.62136025,-1.59842238,0.8282627,0.3405165,0.1932868,0.3405165,0.4141314,0.2669017,0.3405165,0.4141314
"44","44", 2.94863550,"1","Doctor","4","2",-0.79805256,-0.63607603,-0.74599671,-0.43540151, 1.04359361,-0.2044810, 1.47712187,-0.15566996,-1.53826130, 0.71417693, 0.07267802,-0.27345337, 0.1146287, 0.38464311, 0.50572970, 0.68458250, 0.46158623, 1.44789486, 0.12440735, 0.50572970,-1.26461672,-0.63264849,-1.42064160,-1.69567470,-1.59842238,1.3160089,0.9018776,0.6074182,1.2423941,0.8282627,0.2669017,1.8037551,0.9018776
"45","45",-0.85171735,"0","student","1","3", 1.81230758, 0.97671573, 1.84167937, 1.32845132, 0.47366057, 0.9901188, 0.15789923, 0.64009031,-0.72469606, 0.18083746,-1.18783133, 1.12746928, 1.1533049, 0.38464311, 1.53386150,-0.94707579,-0.10560275, 0.30481997,-0.09832194, 1.53386150, 0.74389219,-1.79146009,-0.35227292, 0.23809131,-2.03542949,0.7546479,0.9018776,0.1196720,0.1932868,1.3160089,0.1196720,0.2669017,0.1196720
"46","46",-0.52597282,"0","student","4","3", 1.39128175, 0.25991939, 1.62603969, 1.32845132,-0.23875573, 0.1937189,-0.40748190, 1.03797044,-0.67384823, 0.22932287, 1.08108549,-1.44088891, 0.8936358, 1.54484381,-0.52240210,-0.01469962, 0.46158623, 0.76204993, 0.34713663,-0.52240210, 0.07438922,-0.40088617,-0.56594666,-0.83622314,-1.16141528,1.3160089,0.4141314,1.0951644,0.7546479,1.8037551,0.1196720,0.2669017,0.1932868
"47","47",-0.30880980,"1","Student ","3","2",-0.88225773,-0.81527511,-0.09907769,-0.96455736, 1.32856013, 1.3883187, 1.10020112,-1.40615039, 1.30921703,-1.51615176,-0.68362759,-0.97391470,-1.1837166,-1.70371814,-0.93365482,-1.41326387,-1.05091772,-1.52409986,-1.88015621,-0.93365482, 0.96705985, 0.75792542, 1.57079072, 1.31240576, 1.02362024,0.8282627,0.3405165,0.1932868,0.1196720,0.1932868,0.1196720,0.2669017,0.6810331
"48","48",-0.09164678,"1","Supervisor","4","1", 1.13866625,-0.81527511, 0.97912068, 2.38676301,-0.09627247,-0.6026810, 0.15789923,-0.09882994, 0.64819528,-0.64341445,-0.17942385,-0.50694048,-0.4047094, 0.15260297,-0.11114938,-0.48088771,-0.67279173,-1.06686990,-0.54378050,-0.11114938, 0.52072453, 1.22145006, 0.71609577, 0.66781709,-0.28740107,0.7546479,0.4141314,0.6074182,0.6074182,0.9018776,0.1196720,0.1932868,1.2423941
"49","49", 0.01693473,"0","Student","4","3", 0.46502493,-1.17367328, 0.54784133, 1.68122188,-0.09627247,-1.0008809, 0.34635961, 1.09481046,-0.21621779, 1.97479750, 0.82898362, 0.89398217, 2.1919811, 0.38464311, 2.15074058, 1.38386462, 2.35221616, 2.13373980, 0.56986592, 2.15074058,-0.14877844, 0.98968774,-0.99329413, 0.02322842,-0.72440817,1.3160089,0.9018776,1.6565255,2.1442717,1.2423941,0.1196720,0.8282627,0.7546479
"50","50", 1.31991285,"1","Housewife ","4","5", 1.13866625, 0.25991939, 1.41040002, 0.97568075, 0.90111035, 0.9901188, 0.72328036,-0.72407016, 1.41091269,-0.35250201, 0.07267802,-0.50694048,-1.1837166,-0.31147730,-0.31677574,-0.24779367,-0.48372874,-0.60963994, 0.12440735,-0.31677574, 1.41339516, 0.98968774, 0.92976950, 1.09754287, 1.67913090,1.2423941,0.2669017,0.6074182,0.6074182,0.7546479,0.6810331,0.1932868,0.6810331
"51","51",-0.30880980,"0","Warehouse worker","4","3",-0.29282157,-0.27767786,-1.39291572, 0.79929547,-0.95117203,-0.2044810,-1.16132340,-1.12195029,-1.79250043,-0.30401660,-0.68362759,-1.44088891,-0.4047094,-1.23963786,-0.31677574,-0.48088771,-0.10560275, 0.07620499,-0.54378050,-0.31677574,-1.26461672,-1.32793545,-2.06166282,-1.48081181,-1.59842238,1.3160089,0.8282627,0.2669017,0.7546479,0.8282627,0.3405165,0.3405165,0.7546479
"52","52",-0.96029886,"0","Student ","3","3", 0.04399910,-0.27767786, 0.11656199, 0.27013962, 1.04359361, 0.5919188, 1.10020112, 0.52641027,-0.47045692, 0.37477909, 0.57688175, 0.42700796, 0.1146287, 0.38464311,-0.52240210, 0.45148846, 0.65064922, 1.21927988,-0.09832194,-0.52240210,-0.14877844,-0.16912386,-0.35227292,-0.83622314,-0.50590462,1.3160089,0.8282627,1.0951644,0.6810331,0.8282627,1.2423941,0.7546479,0.2669017
"53","53",-0.74313584,"1","university student","3","3", 0.63343526,-0.09847878, 1.41040002, 0.27013962, 0.47366057, 1.3883187,-0.03056114,-0.04198992, 1.56345617,-0.78887067, 0.32477988, 0.42700796,-0.6643785,-0.07943716,-0.11114938,-0.71398175,-0.86185473,-0.60963994,-1.21196836,-0.11114938, 0.96705985, 0.75792542, 1.35711698, 1.74213154, 1.89763445,1.7301403,0.3405165,0.1196720,0.1932868,1.1687793,0.2669017,0.1196720,0.2669017
"54","54",-0.63455433,"0","Student","3","3",-2.48215588,-1.17367328,-3.76495212,-0.96455736,-1.80607160,-2.1954807,-1.34978378,-0.61039012,-0.67384823, 1.00508937,-0.43152572, 0.19352085,-0.6643785,-1.00759772, 1.32823514, 0.45148846, 1.59596419,-0.38102496, 1.23805377, 1.32823514,-0.14877844,-0.16912386,-0.56594666,-0.83622314,-1.16141528,1.8037551,0.4141314,0.1196720,0.6810331,1.3160089,0.2669017,1.2423941,1.1687793
